,x,y
196,64.8599638706,87.8120083903
197,38.213199827,16.1693927462
198,55.5827357129,54.9490853685
199,58.4113312297,62.3288413495
202,61.307161386,94.6561113313
203,71.4795418906,90.7429785871
204,55.0822017157,44.4810055496
205,39.8934894552,27.3647048509
207,26.1719216477,2.59869995461
208,49.6977718332,58.4988236426
209,28.6623387823,15.8117338356
210,43.1064912036,13.796717432
211,61.7024868621,75.1224890664
212,62.8337035607,69.5484952316
214,56.3679668225,58.9999823874
216,58.9971750437,66.3263796115
219,66.5274944321,90.5201714686
222,29.9904583508,12.7489815693
223,48.7209699208,53.0936303982
224,40.7966378241,21.4984485901
226,32.1245373531,9.16881861463
227,20.8972821989,1.55672804415
228,41.4522165411,37.0283675664
232,41.8600084666,34.8624241638
233,39.6850464928,15.4768603651
234,38.6001587194,35.7542778685
235,60.5559326454,63.0295031488
236,47.5383959004,67.0709325903
237,55.8142239505,78.5678237321
238,36.9203337805,18.4859561884
239,60.1863753971,77.7969936739
240,30.2404507089,21.5324449299
241,55.6109417288,54.5998659039
242,56.2572985091,43.4290597477
243,20.4729279912,10.3966047821
244,81.7244622612,78.1146527464
245,66.4013968042,87.8193348633
246,30.3877997107,40.1062668898
249,54.6982538508,61.9810042509
250,44.9836952823,36.4807812355
253,44.8570382418,77.053538836
254,70.2253366178,90.149719683
255,67.7787268413,82.4259175945
256,46.2486979561,65.462639425
257,54.1886032466,76.7160391033
261,26.0473634346,4.55145937583
265,34.8166771041,35.6123450364
268,37.502923267,13.4293539656
270,36.2540009944,20.0517872923
272,61.0486173962,63.1521513872
273,59.4209035713,50.0020296033
274,28.9489153525,14.5935687693
276,51.7159471933,67.3200907603
277,35.1635061627,7.99358479475
278,43.9946570646,41.9812706566
280,53.4743082986,52.8182627068
281,49.7734994064,51.020732155
282,63.0720533077,66.5303891622
283,52.5010444088,59.536338533
284,32.763764429,31.4973414962
285,59.9545110187,73.5826761062
286,40.9912807052,64.7623760379
287,44.703946573,18.925907375
288,41.4328780706,51.0319769334
289,77.471643704,91.8326445341
290,66.6007450964,71.9602230601
292,61.4140789033,75.3714524457
293,64.2987934542,86.5370841427
294,37.4395175003,15.7044434331
295,51.8551019915,63.3036003053
297,24.9335221421,3.46001244414
299,54.6821344267,63.9153228262
